,Func_ES_groupping  = ESs grouped according to size of impariment in adults as follows,,,,,,from 12D,,,,,,,PKU GROUP,,,,,,CONTROL GROUP,,,,ES,,,,,,,PKU group ,,,CONTROLS,,,,,,
332,Adults,Higher Language Skills,Higher Language Skills,,Palermo et al 2017/2020; De Felice et al 2018,2018,Inferred meaning-Time ,speed,speed,Comprehension of Inferred meaning Test - Time (sec.),,,,157.9000,54.6000,22.0000,751.2000,,,119.2000,40.0000,25.0000,,-0.81,,1,-0.95,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
333,Adults,Higher Language Skills,Higher Language Skills,,Palermo et al 2017/2020; De Felice et al 2018,2018,Metaphor Picture-N err,accuracy,accuracy,Metaphor Picture Test - N Errors,,,,1.1000,1.7000,22.0000,751.2000,,,2.3000,3.1000,25.0000,,0.48,,1,0.38,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
334,Adults,Higher Language Skills,Higher Language Skills,,Palermo et al 2017/2020; De Felice et al 2018,2018,Metaphor Picture-Time,speed,speed,Metaphor Picture Test - Total time (sec.),,,,58.9000,34.3000,22.0000,751.2000,,,41.0000,13.0000,25.0000,,-0.69,,1,-1.35,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
353,Adults,Language accuracy,Language accuracy,ES_small,Palermo et al 2017/2020; De Felice et al 2018,2017,Non-word reading-accuracy,accuracy,accuracy,Non-word reading - % Errors,,,,7.9000,10.8000,37.0000,720.0000,,,5.8000,5.7000,30.0000,,-0.24,,1,-0.36,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
363,Adults,Language speed,Language speed,ES_large,Palermo et al 2017/2020; De Felice et al 2018,2017,Non-word reading-RT,speed,speed,Non-word reading - RT (ms),,,,795.0000,296.7000,37.0000,720.0000,,,604.0000,103.6000,30.0000,,-0.86,,1,-1.82,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
461,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,Palermo et al 2017/2020; De Felice et al 2018,2017,Simple detection-RT,speed,,Simple Detection - RT,,,,332.0000,52.9000,37.0000,720.0000,,,316.0000,56.9000,30.0000,,-0.29,,1,-0.28,,1,,,,,,,1,Since birth,cont treat,Within 3 months,
376,Adults,Phonological Tasks,Phonological Tasks,,Palermo et al 2017/2020; De Felice et al 2018,2017,Spoonerisms-% err,accuracy,,Spoonerisms  - % Errors,,,,10.9000,14.7000,37.0000,720.0000,,,6.8000,6.6000,30.0000,,-0.36,,1,-0.61,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
244,Adults,EF-Inhibitory control-baseline; Language accuracy,EF-Inhibitory control-baseline; Language accuracy,ES_small,Palermo et al 2017/2020; De Felice et al 2018,2017,Stroop-baseline-accuracy,accuracy,accuracy,Congruent condition Errors,Naming the colour of words spelling the same colour,,,0.0000,0.1800,37.0000,720.0000,,,0.0000,0.1800,30.0000,,#REF!,,1,0.00,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
245,Adults,EF-Inhibitory control-baseline; Language speed,EF-Inhibitory control-baseline; Language speed,ES_medium,Palermo et al 2017/2020; De Felice et al 2018,2017,Stroop-baseline-speed,speed,speed,Congruent condition RT,Naming the colour of words spelling the same colour,,,710.9000,135.1300,37.0000,720.0000,,,599.2000,91.8200,30.0000,,0.97,,1,-1.20,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
355,Adults,Language accuracy,Language accuracy,ES_small,Palermo et al 2017/2020; De Felice et al 2018,2017,Word reading-Accuracy,accuracy,accuracy,Word Reading - % Errors,,,,0.7000,1.0000,37.0000,720.0000,,,0.6000,0.8000,30.0000,,-0.11,,1,-0.12,,1,-0.51,,,,,,1,Since birth,cont treat,Soon after birth,
374,Adults,Language speed,Language speed,ES_large,Palermo et al 2017/2020; De Felice et al 2018,2017,Word Reading-RT,speed,speed,Word Reading - RT (ms),,,,574.0000,120.0000,37.0000,720.0000,,,507.0000,93.3000,30.0000,,-0.62,,1,-0.71,,1,-0.51,,,,,,1,Since birth,cont treat,Soon after birth,
434,Adults,Visual spatial attention speed,Visual spatial attention speed,,Romani et al 2020,2020,Conjoined search-RT,speed,speed,Conjoined search - RT,,,,1152.0000,237.0000,19.0000,1042.0000,,,938.0000,203.0000,19.0000,,-0.97,,1,-1.03,,1,,,,,,,1,Since birth,-,Soon after birth,
445,Adults,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,Romani et al 2020,2020,Conjunction search-accuracy,accuracy,accuracy,Conjanction Search - % Errors,,,,3.2000,4.7000,19.0000,1042.0000,,,2.8000,4.7000,19.0000,,-0.09,,1,-0.08,,1,,,,,,,1,Since birth,-,Soon after birth,
447,Adults,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,Romani et al 2020,2020,Detection w/distractors-accuracy,accuracy,accuracy,Detection with distractors - % Errors,,,,0.8000,0.6000,19.0000,1042.0000,,,0.5000,1.1000,19.0000,,-0.34,,1,-0.27,,1,,,,,,,1,Since birth,-,Soon after birth,
436,Adults,Visual spatial attention speed,Visual spatial attention speed,,Romani et al 2020,2020,Detection w/distractors-RT,speed,speed,Detection with distractors - RT,,,,483.0000,104.0000,19.0000,1042.0000,,,430.0000,58.0000,19.0000,,-0.63,,1,-0.89,,1,,,,,,,1,Since birth,-,Soon after birth,
449,Adults,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,Romani et al 2020,2020,Feature search-accuracy,accuracy,accuracy,Feature search - % Errors,,,,1.6000,4.7000,19.0000,1042.0000,,,0.6000,1.2000,19.0000,,-0.29,,1,-0.82,,1,,,,,,,1,Since birth,-,Soon after birth,
438,Adults,Visual spatial attention speed,Visual spatial attention speed,,Romani et al 2020,2020,Feature search-RT,speed,speed,Feature search - RT,,,,752.0000,262.0000,19.0000,1042.0000,,,586.0000,113.0000,19.0000,,-0.82,,1,-1.44,,1,,,,,,,1,Since birth,-,Soon after birth,
159,Adults,EF-Sustained attention,EF-Sustained attention,ES_large,Schmidt et al 1994,1994,Dot pattern Task,accuracy,accuracy, Exercise T1 - N Errors,,,,51.9000,8.7000,19.0000,1417.0000,,,39.9000,6.6000,20.0000,,-1.55,,1,-1.78,,1,,,,,,,--,Early treated,-,Early treated,
160,Adults,EF-Sustained attention,EF-Sustained attention,ES_large,Schmidt et al 1994,1994,Dot pattern Task,speed,speed, Exercise T1 - RT,,,,1010.0000,1318.0000,19.0000,1417.0000,,,729.0000,691.0000,20.0000,,-0.27,,1,-0.40,,1,,,,,,,--,Early treated,-,Early treated,
232,Adults,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,ES_medium,Sundermann et al 2011-Gr1,2011,STROOP baseline,accuracy,,Placebo 2nd session - neutral errors ," Subjects were instructed to decide via push button whether the color of the top row letters were writtn in the same color of  the color name written in the bottom row.  In the neutral condtion the top row consisted of a series of XXXX 
and the bottom row of a word spelling a color name in white.  In the congruent condition; the bottom word was written in a consistent colour; in the incongruent condition in an incosistent colour",,,0.0000,,9.0000,1140.0000,310.0000,,0.0000,,15.0000,,#DIV/0!,,1,#DIV/0!,,1,,,,,,,1,Since birth,till  adolescence,Soon after birth,
200,Adults,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,ES_medium,Sundermann et al 2011-Gr1,2011,STROOP baseline,speed,,Placebo 1st session - neutral RT," Subjects were instructed to decide via push button whether the color of the top row letters were writtetn in the same color of  the color name written in the bottom row.  In the neutral condtion the top row consisted of a series of XXXX 
and the bottom row of a word spelling a color name in white.  In the congruent condition; the bottom word was written in a consistent colour; in the incongruent condition in an incosistent colour",,,890.8000,137.0000,17.0000,1140.0000,310.0000,,889.0000,154.1000,15.0000,,-0.01,,1,-0.01,,1,,,,,,,1,Since birth,till  adolescence,Soon after birth,
201,Adults,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,ES_medium,Sundermann et al 2011-Gr1,2011,STROOP baseline,speed,,Placebo 2nd session - neutral RT," Subjects were instructed to decide via push button whether the color of the top row letters were writtn in the same color of  the color name written in the bottom row.  In the neutral condtion the top row consisted of a series of XXXX 
and the bottom row of a word spelling a color name in white.  In the congruent condition; the bottom word was written in a consistent colour; in the incongruent condition in an incosistent colour",,,834.5000,147.0000,17.0000,1210.0000,320.0000,,838.1000,131.5000,15.0000,,0.03,,1,0.03,,1,,,,,,,1,Since birth,till  adolescence,Soon after birth,
196,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_medium,Sundermann et al 2011-Gr1,2011,Stroop DIFFERENCE,accuracy,,Placebo 1st session - difference neutral-incongruent Errors," Subjects were instructed to decide via push button whether the color of the top row letters were writtn in the same color of  the color name written in the bottom row.  In the neutral condtion the top row consisted of a series of XXXX 
and the bottom row of a word spelling a color name in white.  In the congruent condition; the bottom word was written in a consistent colour; in the incongruent condition in an incosistent colour",,,2.0000,,9.0000,1140.0000,310.0000,,2.0000,,15.0000,,#DIV/0!,,1,#DIV/0!,,1,,,,,,,1,Since birth,till  adolescence,Soon after birth,
197,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_medium,Sundermann et al 2011-Gr1,2011,Stroop DIFFERENCE,speed,,Placebo 1st session - difference neutral-incongruent RT ," Subjects were instructed to decide via push button whether the color of the top row letters were writtn in the same color of  the color name written in the bottom row.  In the neutral condtion the top row consisted of a series of XXXX 
and the bottom row of a word spelling a color name in white.  In the congruent condition; the bottom word was written in a consistent colour; in the incongruent condition in an incosistent colour",,,167.6000,81.3000,9.0000,1140.0000,310.0000,,157.2000,80.9000,15.0000,,-0.13,,1,-0.12,,1,,,,,,,1,Since birth,till  adolescence,Soon after birth,
198,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_medium,Sundermann et al 2011-Gr1,2011,Stroop DIFFERENCE,speed,,Placebo 2nd session - difference neutral-incongruent RT ," Subjects were instructed to decide via push button whether the color of the top row letters were writtn in the same color of  the color name written in the bottom row.  In the neutral condtion the top row consisted of a series of XXXX 
and the bottom row of a word spelling a color name in white.  In the congruent condition; the bottom word was written in a consistent colour; in the incongruent condition in an incosistent colour",,,121.5000,64.0000,9.0000,1210.0000,320.0000,,124.1000,98.6000,15.0000,,0.03,,1,0.03,,1,,,,,,,1,Since birth,till  adolescence,Soon after birth,
204,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_medium,Sundermann et al 2020,2020,Go-No-Go,accuracy,accuracy,Errors for no-go trials,,,,18.1000,13.4000,16.0000,926.2000,,,10.1000,6.5000,17.0000,,-0.76,,1,-1.20,,1,,,,,,,4,within 3 months,--,within 3 months,
205,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_medium,Sundermann et al 2020,2020,Go-No-Go,speed,speed,corr RT,,,,471.1000,44.9750,16.0000,926.2000,,,448.5800,72.6600,17.0000,,-0.37,,1,-0.30,,1,#DIV/0!,,,,,,4,within 3 months,--,within 3 months,
228,Mixed-age,EF-Inhibitory control,EF-Inhibitory control,,Van Zutphen et al 2007,2007,Flanker task-INTERFERENCE,accuracy,accuracy,Inhibition condition Errors,Colour-word switching,From D-KEFS,,8.7300,3.3500,15.0000,660.0000,337.0000,,10.0000,3.0000,20.0000,,,,-1,-0.41,,1,,14.8,3,,,,,,,,
229,Mixed-age,EF-Inhibitory control,EF-Inhibitory control,,Van Zutphen et al 2007,2007,Flanker task-INTERFERENCE,accuracy,accuracy,Switching condition Errors,Colour-word Inhibition,From D-KEFS,,9.5400,2.0700,15.0000,660.0000,337.0000,,10.0000,3.0000,20.0000,,,,-1,-0.15,,1,,14.8,3,,,,,,,,
230,Mixed-age,EF-Inhibitory control,EF-Inhibitory control,,Van Zutphen et al 2007,2007,Stroop-INTERFERENCE,speed,speed,Inhibition condition ?,Colour-word switching,From D-KEFS,,9.4000,4.3000,15.0000,660.0000,337.0000,,10.0000,3.0000,20.0000,,,,-1,-0.20,,1,,14.8,3,,,,,,,,
231,Mixed-age,EF-Inhibitory control,EF-Inhibitory control,,Van Zutphen et al 2007,2007,Stroop-INTERFERENCE,speed,speed,Switching condition ?,Colour-word Inhibition,From D-KEFS,,8.2600,4.2000,15.0000,660.0000,337.0000,,10.0000,3.0000,20.0000,,,,-1,-0.57,,1,,14.8,3,,,,,,,,
224,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,Weglage et al 1996/1999,1996,Stroop-INTERFERENCE,accuracy,accuracy,CWIT - interference condition,INT-T(time),,,15.4000,14.2000,20.0000,583.0000,372.0000,,7.5000,9.1000,20.0000,,,,1,-0.85,,1,,10.9,1.3,,11.0,1.1,,,,,
206,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,Weglage et al 1996/1999,1996,Stroop-INTERFERENCE,speed,speed,CWIT - interference condition,INT-M (mistakes),,,153.7000,45.9000,20.0000,583.0000,372.0000,,114.4000,41.6000,20.0000,,,,1,-0.93,,1,,same data as weglage 1996,,,,,,,,,
225,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,Weglage et al 1996/1999,1999,Stroop-INTERFERENCE,accuracy,accuracy,CWIT Errors (older group 14+),INT-T(time),,,11.6000,11.7000,20.0000,744.0000,456.0000,,4.5000,3.4000,20.0000,,,,1,-2.05,,1,#DIV/0!,13.9,1.3,,14.0,1.1,,,,,
226,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,Weglage et al 1996/1999,1999,Stroop-INTERFERENCE,speed,speed,CWIT speed (older group 14+),INT-M (mistakes),,,110.6000,24.2000,20.0000,744.0000,456.0000,,103.5000,22.2000,20.0000,,,,1,-0.31,,1,-0.59,,,,,,,,,,
248,Children,EF-Inhibitory control-baseline; Language speed,EF-Inhibitory control-baseline; Language speed,ES_large,Antshel & Waisbren 2003,2003,Stroop-baseline-speed,speed,,Reading T-score,,,,44.0000,9.9000,46.0000,490.3448,375.3257,,52.3000,9.5000,18.0000,,,,-1,-0.86,,1,,10.75,2.1,,13.1,3.2,,,,,
210,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,Antshel & Waisbren 2003,2003,Stroop-INTERFERENCE,speed,,Color and word Test interference trial,,,,50.7000,8.3000,46.0000,490.3448,375.3257,,52.0000,9.1000,18.0000,,,,-1,-0.14,,1,,10.75,2.1,,13.1,3.2,,,,,
458,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,Burgard et al 1997-German,1997,Finger motor speed,speed,,Finger motor speed exercise adults german vs controls - Time,,,,248.0000,42.0000,8.0000,870.0000,,,186.0000,80.8000,8.0000,,-0.96,,1,-0.73,,1,,,,,,,4,Within 3 months,5 years,Within 3 months,
218,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,Christ et al 2006,2006,Stroop-INTERFERENCE,speed,,speed,,,,875.0000,186.0000,26.0000,423.8000,339.0000,,870.0000,252.0000,25.0000,,,,1,-0.02,-0.05,1,,11.2,3.1,,11.3,3.4,,,,,
28,Adults,EF-Flexibility,EF-Flexibility-other,ES_medium,Christ et al 2023,2023,Oral Symbol Digit,speed,,processing speed - T-score,,NIH Toolbox Cognitive Battery,This is an additional measure of processing speed in which participants orally report digits that correspond to a series of symbols via a provided symbol-digit key.,52.0000,8.4000,40.0000,589.0000,444.0000,,54.0000,5.2000,32.0000,NA,,,-1,-0.38,,1,,NA,,,,,,,,,
415,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,Christ et al 2023,2023,Pattern Comparison ,speed,,processing speed - T-score,,NIH Toolbox Cognitive Battery,Pattern Comparison is a measure of processing speed requiring participants to indicate if two images are the same or different as quickly as possible.,56.0000,11.7000,40.0000,589.0000,444.0000,,61.0000,10.9000,32.0000,NA,,,-1,-0.45,,1,,NA,,,,,,,,,
460,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,Dawson et al 2011-off diet,2011,Reciprocal saccade,speed,,Reciprocal of saccade latency,,,,5.5600,0.7700,56.0000,1461.0000,,,5.9200,0.1100,56.0000,,0.65,,-1,-3.25,,1,,,,,,,--,early in life,until adolescence,Within 3 months,
459,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,Dawson et al 2011-on diet,2011,Reciprocal saccade,speed,,Reciprocal of saccade latency,,,,6.0000,0.9200,21.0000,640.0000,,,5.9400,0.1800,21.0000,,-0.09,,-1,0.33,,1,,,,,,,--,early in life,until adolescence,Soon after birth,
219,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,Gassio et al 2005,2005,Stroop-INTERFERENCE,speed,,T score-interference,,,,42.0000,10.0000,26.0000,489.0000,181.0000,,50.0000,7.0000,21.0000,,,,-1,-1.12,,1,,,,,,,,,,,
368,Children,Language speed,Language speed,ES_large,Gassio et al 2005,2005,Stroop-neutral-speed,speed,,T score-color naming,,,,40.0000,9.0000,26.0000,489.0000,181.0000,,45.0000,6.0000,21.0000,,,,-1,-0.82,,1,,12.3,3.7,,11.8,3.6,,,,,
372,Children,Language speed,Language speed,ES_large,Gassio et al 2005,2005,Stroop-reading-speed,speed,,T score -colour reading,,,,45.0000,8.0000,26.0000,489.0000,181.0000,,50.0000,6.0000,21.0000,,,,-1,-0.82,,1,,12.3,3.7,,11.8,3.6,,,,,
479,Children,Visuo motor control,Visuo motor control,ES_medium,Griffiths 1995,1995,Peg transfer-Purdue Pegboard,speed,,Grooved pegboard - Time (sec.),Purdue Pegboard (Lafayette Instruments) without collars and washers. Total time for transferring 25 pegs from left to right column of holes and back again. Preferred hand; seconnds??,,,88.5000,19.5600,10.0000,348.0000,,,72.7000,12.8000,10.0000,,,,1,-1.18,,1,,7.53,-,,7.59,-,,median age 15 days (range 12-20),,,
480,Mixed-age,Visuo motor control,Visuo motor control,,Griffiths 1995,1995,Peg transfer-Purdue Pegboard,speed,,Grooved pegboard - Time (sec.),Purdue Pegboard (Lafayette Instruments) without collars and washers. Total time for transferring 25 pegs from left to right column of holes and back again. Preferred hand; seconnds??,,,51.5000,5.4200,10.0000,1014.0000,216.0000,,46.9000,4.7500,10.0000,,,,-1,0.93,,1,,20.6,3.8,13.6-28.42,,,,,,,
456,Children,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,Griffiths 1995,1995,Simple RT,speed,,Button-pressing in response to single light stimulus. Preferred hand. Ten trials summated.,,,,3.3100,0.8900,10.0000,348.0000,,,2.9500,0.5200,10.0000,,,,1,-0.66,,1,,7.53,-,,7.59,-,,median age 15 days (range 12-20),,,
457,Mixed-age,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,,Griffiths 1995,1995,Simple RT,speed,,Button-pressing in response to single light stimulus. Preferred hand. Ten trials summated.,,,,2.3700,0.7700,10.0000,1014.0000,216.0000,,2.2000,0.4700,10.0000,,,,-1,0.35,,1,,,,,,,,,,,
466,Children,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,Janos et al 2012,2012,Simple detection-RT,speed,,,,,,435.0000,103.0000,42.0000,546.0000,331.0000,,383.0000,80.0000,81.0000,,,,1,-0.65,,1,,11.8,3.5,,12.3,3.2,,,,,
463,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,Muri et al 2022,2022,Alertness (TAP subtests),speed,,Test of Attentional Performance (TAP),T-scores ,Median reaction time (higher=better),"In this test, reaction time is examined under two conditions. The first condition concerns simple reaction time measurements, in which a cross appears on the monitor at randomly varying intervals and to which the subject should respond as quickly as possible by pressing a key. Intrinsic alertness is measured in this condition. In a second condition, reaction time is measured in response to a critical stimulus preceded by a cue stimulus presented as warning tone (""phasic arousal"", or temporal orientation of attentional focus).",45.5000,9.8000,30.0000,741.0000,265.1852,IQR=358,47.0000,12.0000,54.0000,NA,0.14,,-1,-0.12,,1,,NA,,,,,,,,,
185,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_medium,Muri et al 2022,2022,Colour-word interference test condition 3 (inhibition?),speed,,Scale scores (time),,Time (higher = better),Delis‚Äì Kaplan Executive Function System (D-KEFS),10.0000,2.5000,30.0000,741.0000,265.1852,IQR=358,11.0000,3.8000,54.0000,54,0.19,,-1,-0.26,,1,,10.75,12.1,,13.1,3.2,,,,,
188,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_medium,Muri et al 2022,2022,Colour-word interference test condition 4 (inhibition/switching),speed,,Scale scores (interference),,Time (higher=btter),Delis‚Äì Kaplan Executive Function System (D-KEFS),10.0000,2.0000,30.0000,741.0000,265.1852,IQR=358,12.0000,3.0000,54.0000,54,0.44,,-1,-0.66,,1,,NA,,,,,,,,,
177,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_medium,Palermo et al 2017/2020; De Felice et al 2018,2018,Block Cyclic Naming,speed,,Block Cyclic Naming Semantic Interference -  4th cycle-1st cycle - RT,,,,85.9000,16.7000,15.0000,751.2000,,,75.7000,19.2000,24.0000,,-0.57,,1,-0.52,,1,,,,,,,1,Since birth,cont treat,Soon after birth,
462,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,Romani et al 2020,2020,Simple detection-RT,speed,,Simple Detection - RT,,,,325.0000,46.0000,19.0000,1042.0000,,,315.0000,44.6000,19.0000,,-0.22,,1,-0.22,,1,#DIV/0!,,,,,,1,Since birth,-,Within 3 months,
365,Children,Language speed,EF-Inhibitory control-baseline; Language speed,ES_large,Weglage et al 1996/1999,1996,Stroop-baseline-speed,speed,,CWIT Colour naming speed ,,Stroop Color and Word Test,,83.5000,16.7000,20.0000,583.0000,377.0000,,62.1000,12.1000,20.0000,,,,1,-1.73,,1,,10.9,1.3,,11.0,1.1,,,,,
370,Children,Language speed,EF-Inhibitory control-baseline; Language speed,ES_large,Weglage et al 1996/1999,1996,Stroop-reading-speed,speed,,CWIT Colour reading speed ,,Stroop Color and Word Test,,48.2000,11.1000,20.0000,583.0000,377.0000,,38.4000,7.1000,20.0000,,,,1,-1.35,,1,,10.9,1.3,,11.0,1.1,,,,,
366,Children,Language speed,EF-Inhibitory control-baseline; Language speed,ES_large,Weglage et al 1996/1999,1999,Stroop-neutral-speed,speed,,CWIT Colour naming Speed (older group 14+),,Stroop Color and Word Test,,67.4000,11.2000,20.0000,744.0000,456.0000,,56.6000,8.2000,20.0000,,,,1,-1.29,,1,,13.9,1.3,,14.0,1.1,,,,,
371,Children,Language speed,EF-Inhibitory control-baseline; Language speed,ES_large,Weglage et al 1996/1999,1999,Stroop-reading-speed,speed,,CWIT Colour reading Speed (older group 14+),sec,Stroop Color and Word Test,,41.1000,10.3000,20.0000,744.0000,456.0000,,34.0000,4.3000,20.0000,,,,1,-1.62,,1,,13.9,1.3,,14.0,1.1,,,,,
255,Children,EF-Inhibitory control-baseline; Language speed,EF-Inhibitory control-baseline; Language speed,ES_large,White et al 2001,2001,Stroop-baseline-speed,speed,,Colour naming items/min,,Stroop Color and Word Test,,64.7100,19.8100,23.0000,496.4000,230.0000,,80.9500,22.6200,23.0000,,,,-1,-0.71,,1,,10.7,3.4,,11.1,3.7,,,,,
506,Adults,IQ,IQ,,Abgottspon et al 2022,2022,WAIS-IV short form ,,,"matrix, symbol search, vocabulary, arthmetic",,,,97.0000,11.9000,20.0000,702.3000,,,105.1000,13.7000,40.0000,,0.63,,-1,-0.58,,1,,,,,,,1,,,,
308,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,Aitkenhead et al 2021,2021,Digit span–backwards,,,z score,,,,-0.4700,0.8300,153.0000,908.0000,,,0.0000,1.0000,76.0000,,0.33,,-1,-0.47,0.83,1,,,,,,,1,,--,,
299,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,Aitkenhead et al 2021,2021,Digit span-forward,,,z score,,,,-0.3300,1.0000,153.0000,908.0000,,,0.0000,1.0000,76.0000,,0.33,,-1,-0.33,1.00,1,,,,,,,1,,--,,
18,Adults,EF-Flexibility,EF-Flexibility-other,ES_medium,Aitkenhead et al 2021,2021,Digit symbol coding,,,Symbol-digit matching test,,,z score,-0.6100,1.2900,152.0000,908.0000,,,0.0000,1.0000,77.0000,,,,-1,-0.61,1.29,1,,,,-,,,1,,,,
70,Adults,EF-Flexibility,EF-Flexibility-verbal,ES_medium,Aitkenhead et al 2021,2021,Phonemic fluency,,,Letter fluency 'S' - N correct,,,,-0.4400,0.9700,150.0000,908.0000,,,0.0000,1.0000,76.0000,,--,,-1,-0.44,0.97,1,,,,,,,1,,-,,
87,Adults,EF-Flexibility,EF-Flexibility-verbal,ES_medium,Aitkenhead et al 2021,2021,Semantic fluency,,,z score,,,,0.0700,1.0000,150.0000,908.0000,,,0.0000,1.0000,76.0000,,--,,-1,0.07,0.99,1,,,,,,,1,,-,,
34,Adults,EF-Flexibility,EF-Flexibility-other,ES_medium,Aitkenhead et al 2021,2021,WCST,,,z-score,,DKefs Card Sorting,,-0.2600,1.0000,152.0000,908.0000,,,0.0000,1.0000,76.0000,,--,,-1,-0.26,1.00,1,,,,,,,,,-,,
273,Adults,Verbal memory and learning,Verbal memory and learning,ES_small,Aitkenhead et al 2021,2021,Word-list learning,,,CVLT-II Trials 1-5 - z score,,,,-0.0200,1.2200,152.0000,908.0000,,,0.0000,1.0000,76.0000,,--,,-1,-0.02,1.22,1,,,,,,,1,,-,,
524,Mixed-age,IQ,IQ,,Aldridge et al 2020,2020,WASI,,,WASI - Performance Index,,,,106.3000,11.8000,20.0000,593.3000,356.0000,,113.9000,13.4000,20.0000,,,,-1,-0.56,,1,,16,3.8,,16.2,3.8,,Since birth,-,Since birth,
145,Children,EF-Sustained attention,EF-Sustained attention,ES_medium,Anderson et al 2002/2007,2008,Code Transmission,,,Number correct,,,,35.2100,4.5957,33.0000,,,,35.9400,4.6648,34.0000,,,,-1,-0.15,,1,,11.18,3.4,,10.3,3.1,,,,,
208,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,Anderson et al 2002/2007,2002,Contingency Naming test,,,Self correction ,,,,3.8400,3.0000,36.0000,,,,2.6600,2.1000,69.0000,,,,1,-0.56,,1,,11.18,3.4,,10.29,3.1,,,,,
309,Children,Verbal STM/WM,Verbal STM/WM,ES_small,Anderson et al 2002/2007,2008,Digit span–backwards,,,Digit span–backwards,,,,3.2700,1.1489,33.0000,,,,3.8800,1.1662,34.0000,,,,-1,-0.52,,1,,11.18,3.4,,10.3,3.1,,,,,
304,Children,Verbal STM/WM,Verbal STM/WM,ES_small,Anderson et al 2002/2007,2008,Digit span-forward,,,Digit span-forward,,,,5.3200,1.1489,33.0000,,,,5.5600,1.1662,34.0000,,,,-1,-0.20,,1,,11.18,3.4,,10.3,3.1,,,,,
139,Children,EF-Sustained attention,EF-Sustained attention,ES_medium,Anderson et al 2002/2007,2008,Digital Distraction,,,Number correct,"Children must count the number of beeps presented on audio tape while random numbers are intermittenly presented,",,,3.5600,1.7234,33.0000,,,,4.6100,1.7493,34.0000,,,,-1,-0.59,,1,,11.18,3.4,,10.3,3.1,,,,,
76,Children,EF-Flexibility,EF-Flexibility-verbal,ES_small,Anderson et al 2002/2007,2002,Phonemic fluency,,,Total words,COWAT,"letters F,A,S",,21.8600,7.3800,36.0000,490.3448,375.3257,,24.3800,5.3400,69.0000,,,,-1,-0.47,,1,,11.18,3.4,,10.29,3.1,,,,,
426,Children,Visuo-spatial skills,Visuo-spatial skills,ES_large,Anderson et al 2002/2007,2002,Rey-Osterrieth CFT-copy,,,Copy ,,,,27.2400,6.7200,36.0000,,,,29.2600,4.9200,69.0000,,,,-1,-0.41,,1,,,,,,,,,,,
452,Children,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,Anderson et al 2002/2007,2008,Sky Search,,,Number correct,Iit measures selective attention and visual search; children have to look for a particular space ship among similar distractors on a large piece of paper.,"ircle all the targets (spaceships) as quickly as
possible on a laminated sheet filled with very similar distractors.",,17.6000,2.8723,33.0000,NA,NA,,18.7900,2.3324,34.0000,,,,-1,-0.50,,1,,11.18,3.4,,10.3,3.1,,,,,
